trip_id,vessel_id,vessel_type,dwt_tonnes,cargo_capacity_tonnes,engine_power_kw,sfoc_baseline_g_kwh,fuel_type,fuel_energy_density_relative,fuel_cost_per_tonne_usd,emission_factor_wtw_relative,distance_nm,speed_kn,cargo_load_tonnes,cargo_load_ratio,sea_state_douglas,wave_height_m,wind_speed_kn,weather_resistance_factor,voyage_duration_hr,physics_base_fuel_tonnes,engine_efficiency_degradation,auxiliary_power_kw,shore_power_available,fuel_consumed_tonnes,fuel_residual_tonnes,voyage_cost_usd,ghg_emissions_co2e_tonnes
TRIP-3701,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,Methanol,0.5,950.0,0.35,636.7,9.73,20703.3,0.647,1,0.69,11.6,1.0174,65.44,37.45,1.064,703.7,0,57.506,20.056,72380.7,71.882
TRIP-3702,VESSEL-004,Feeder Container,22000,18500,9800,180.0,HFO,1.0,620.0,1.0,3620.6,17.83,11268.9,0.6091,4,2.65,32.1,1.1231,203.06,489.984,1.032,857.0,1,601.162,111.178,384020.44,2152.16
TRIP-3703,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,HFO,1.0,620.0,1.0,1273.0,12.03,16326.1,0.5102,4,1.23,31.5,1.1222,105.82,55.323,1.064,627.8,1,81.594,26.271,63838.28,292.107
TRIP-3704,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,Ammonia,0.46,1100.0,0.15,3392.9,14.61,54499.6,0.7786,2,0.66,8.3,1.0374,232.23,844.384,1.04,1064.7,1,1057.322,212.938,1182304.2,570.954
TRIP-3705,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Methanol,0.5,950.0,0.35,1857.8,16.27,8780.6,0.4746,5,4.31,38.4,1.1576,114.19,405.847,1.032,915.8,1,533.018,127.171,517667.1,666.273
TRIP-3706,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,HFO,1.0,620.0,1.0,2556.2,10.15,161341.5,0.9491,2,0.86,17.4,1.0511,251.84,238.777,1.048,1780.6,1,352.712,113.935,253681.44,1262.709
TRIP-3707,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,HFO,1.0,620.0,1.0,2409.7,12.48,96172.1,0.5657,3,2.09,12.0,1.068,193.08,309.969,1.048,1738.9,1,401.844,91.875,284143.28,1438.602
TRIP-3708,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Methanol,0.5,950.0,0.35,3035.1,11.1,7901.4,0.4271,6,4.11,30.0,1.17,273.43,305.135,1.032,886.0,1,446.26,141.125,435247.0,557.825
TRIP-3709,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Methanol,0.5,950.0,0.35,4078.0,12.61,61121.1,0.5992,4,2.85,19.9,1.1048,323.39,825.551,1.016,1425.9,1,1071.544,245.993,1042466.8,1339.43
TRIP-3710,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Hydrogen,2.98,2800.0,0.08,1230.2,12.98,17678.9,0.9556,4,2.77,31.6,1.1224,94.78,31.954,1.032,917.2,1,41.957,10.003,128779.6,12.168
TRIP-3711,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,HFO,1.0,620.0,1.0,3439.0,15.67,62063.9,0.3651,2,0.82,10.6,1.0409,219.46,661.719,1.048,1736.0,1,832.418,170.699,551099.16,2980.056
TRIP-3712,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,Methanol,0.5,950.0,0.35,2201.1,14.57,35092.0,0.5013,3,2.66,21.6,1.0824,151.07,467.893,1.04,1139.8,1,596.506,128.613,585930.7,745.632
TRIP-3713,VESSEL-004,Feeder Container,22000,18500,9800,180.0,HFO,1.0,620.0,1.0,1903.3,17.26,11013.5,0.5953,4,1.52,21.2,1.1068,110.27,240.608,1.032,894.9,1,298.867,58.259,196597.54,1069.944
TRIP-3714,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,HFO,1.0,620.0,1.0,2191.9,13.23,139571.3,0.821,2,1.5,16.1,1.0491,165.68,337.517,1.048,1754.5,1,426.521,89.004,299443.02,1526.945
TRIP-3715,VESSEL-004,Feeder Container,22000,18500,9800,180.0,HFO,1.0,620.0,1.0,3674.1,12.81,12456.1,0.6733,3,1.77,20.7,1.0811,286.81,260.417,1.032,910.7,0,351.166,90.749,233522.92,1257.174
TRIP-3716,VESSEL-004,Feeder Container,22000,18500,9800,180.0,HFO,1.0,620.0,1.0,1396.0,13.7,17628.8,0.9529,3,2.22,16.2,1.0743,101.9,120.307,1.032,902.4,0,156.937,36.63,113100.94,561.834
TRIP-3717,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,LNG,1.15,780.0,0.78,1581.6,13.04,11762.4,0.3676,3,1.72,21.5,1.0823,121.29,67.706,1.064,671.9,0,95.531,27.825,92264.18,266.531
TRIP-3718,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Hydrogen,2.98,2800.0,0.08,765.3,17.69,13471.8,0.7282,3,1.23,18.8,1.0782,43.26,35.141,1.032,852.8,1,43.186,8.045,132220.8,12.524
TRIP-3719,VESSEL-004,Feeder Container,22000,18500,9800,180.0,HFO,1.0,620.0,1.0,2029.3,12.59,18328.3,0.9907,3,2.46,12.9,1.0694,161.18,148.871,1.032,889.6,1,187.003,38.132,127241.86,669.471
TRIP-3720,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,LNG,1.15,780.0,0.78,2411.5,11.41,93428.3,0.5496,4,2.37,19.2,1.1038,211.35,224.546,1.048,1800.8,0,325.271,100.725,293211.38,907.506
TRIP-3721,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,LNG,1.15,780.0,0.78,1775.4,12.77,78974.7,0.7743,4,3.33,27.9,1.1168,139.03,167.248,1.016,1437.1,0,223.667,56.419,203460.26,624.031
TRIP-3722,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,LNG,1.15,780.0,0.78,1520.7,14.54,56506.3,0.554,3,1.27,24.3,1.0865,104.59,175.956,1.016,1448.9,0,228.882,52.926,207527.96,638.581
TRIP-3723,VESSEL-004,Feeder Container,22000,18500,9800,180.0,HFO,1.0,620.0,1.0,1045.8,11.36,10047.9,0.5431,5,2.76,27.0,1.1405,92.06,56.586,1.032,855.8,0,82.835,26.249,67157.7,296.549
TRIP-3724,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,HFO,1.0,620.0,1.0,3353.0,15.21,38871.6,0.5553,3,2.31,18.7,1.078,220.45,393.765,1.04,1142.6,1,496.678,102.913,327190.36,1778.107
TRIP-3725,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,Ammonia,0.46,1100.0,0.15,756.4,10.1,65607.9,0.9373,1,0.6,8.8,1.0132,74.89,93.384,1.04,1072.3,1,135.493,42.109,168292.3,73.166
TRIP-3726,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,HFO,1.0,620.0,1.0,2292.1,9.79,14714.0,0.4598,3,1.84,19.1,1.0787,234.13,65.133,1.064,660.1,1,105.321,40.188,78549.02,377.049
TRIP-3727,VESSEL-004,Feeder Container,22000,18500,9800,180.0,HFO,1.0,620.0,1.0,2038.8,16.97,8812.6,0.4764,2,1.34,13.3,1.0449,120.14,242.355,1.032,871.4,1,263.74,21.385,174818.8,944.189
TRIP-3728,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,LNG,1.15,780.0,0.78,2954.1,11.54,152433.8,0.8967,3,1.23,12.1,1.0682,255.99,306.401,1.048,1761.2,0,410.967,104.566,360054.26,1146.598
TRIP-3729,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,LNG,1.15,780.0,0.78,1425.0,12.3,45995.8,0.6571,3,1.12,20.9,1.0814,115.85,97.613,1.04,1139.3,1,134.498,36.885,124158.44,375.249
TRIP-3730,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,HFO,1.0,620.0,1.0,1192.9,11.54,29056.5,0.908,2,1.17,11.3,1.0419,103.37,52.479,1.064,688.6,0,74.292,21.813,63811.04,265.965
TRIP-3731,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,LNG,1.15,780.0,0.78,2819.9,12.53,28426.9,0.4061,3,1.51,12.2,1.0683,225.05,188.037,1.04,1070.1,1,241.639,53.602,207728.42,674.173
TRIP-3732,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,LNG,1.15,780.0,0.78,2751.2,13.88,135635.5,0.7979,6,2.74,30.1,1.1702,198.21,403.206,1.048,1742.6,1,547.384,144.178,461959.52,1527.201
TRIP-3733,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,HFO,1.0,620.0,1.0,3877.7,12.28,52192.5,0.7456,2,1.14,11.4,1.0421,315.77,311.136,1.04,1096.6,1,402.954,91.818,269081.48,1442.575
TRIP-3734,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,Methanol,0.5,950.0,0.35,2095.9,11.81,60095.6,0.8585,3,2.69,23.0,1.0845,177.47,319.579,1.04,1135.5,1,460.121,140.542,456364.95,575.151
TRIP-3735,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,Methanol,0.5,950.0,0.35,2177.9,10.71,29436.7,0.9199,4,1.78,24.5,1.1118,203.35,165.5,1.064,651.8,1,250.828,85.328,251536.6,313.535
TRIP-3736,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Methanol,0.5,950.0,0.35,565.6,14.56,40402.5,0.3961,5,2.31,27.6,1.1414,38.85,144.943,1.016,1438.2,0,188.394,43.451,207974.3,235.493
TRIP-3737,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,Ammonia,0.46,1100.0,0.15,1254.1,15.14,90278.7,0.5311,4,1.98,23.0,1.1095,82.83,511.546,1.048,1809.4,0,643.976,132.43,747873.6,347.747
TRIP-3738,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Methanol,0.5,950.0,0.35,1056.2,12.26,17637.6,0.9534,4,2.22,19.2,1.1038,86.15,145.8,1.032,874.2,0,205.375,59.575,210906.25,256.719
TRIP-3739,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,LNG,1.15,780.0,0.78,2521.8,10.56,16498.9,0.5156,5,1.79,31.3,1.147,238.81,73.532,1.064,687.0,0,113.414,39.882,106212.92,316.425
TRIP-3740,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,LNG,1.15,780.0,0.78,1848.4,14.02,86612.1,0.8491,1,0.46,4.6,1.0069,131.84,213.631,1.016,1377.8,0,251.838,38.207,225433.64,702.628
TRIP-3741,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,Methanol,0.5,950.0,0.35,3969.7,14.41,61871.7,0.8839,4,1.25,22.4,1.1086,275.48,906.503,1.04,1061.1,0,1147.662,241.159,1114028.9,1434.578
TRIP-3742,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,LNG,1.15,780.0,0.78,1733.3,15.73,146321.0,0.8607,3,1.01,14.2,1.0713,110.19,331.199,1.048,1761.1,0,407.677,76.478,357488.06,1137.419
TRIP-3743,VESSEL-004,Feeder Container,22000,18500,9800,180.0,HFO,1.0,620.0,1.0,1768.3,13.45,17954.1,0.9705,5,3.69,38.0,1.157,131.47,147.423,1.032,904.3,0,201.049,53.626,140450.38,719.755
TRIP-3744,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,LNG,1.15,780.0,0.78,3584.9,10.76,102330.4,0.6019,5,3.43,25.1,1.1377,333.17,300.842,1.048,1754.0,0,489.684,188.842,421453.52,1366.218
TRIP-3745,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,Ammonia,0.46,1100.0,0.15,2351.9,15.86,71564.9,0.421,4,1.79,32.5,1.1238,148.29,1022.95,1.048,1764.9,0,1320.682,297.732,1492250.2,713.168
TRIP-3746,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,Ammonia,0.46,1100.0,0.15,4145.4,10.82,145021.3,0.8531,3,2.08,22.4,1.0836,383.12,935.251,1.048,1752.4,0,1369.508,434.257,1545958.8,739.534
TRIP-3747,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Hydrogen,2.98,2800.0,0.08,2242.3,15.95,52553.7,0.5152,4,1.41,24.7,1.112,140.58,119.302,1.016,1384.4,0,153.246,33.944,458088.8,44.441
TRIP-3748,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Hydrogen,2.98,2800.0,0.08,2221.7,13.34,8769.2,0.474,5,1.71,26.6,1.1399,166.54,54.733,1.032,899.3,0,74.607,19.874,224699.6,21.636
TRIP-3749,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Hydrogen,2.98,2800.0,0.08,4081.7,12.32,90129.6,0.8836,1,0.64,4.8,1.0072,331.31,141.716,1.016,1438.0,1,176.741,35.025,519374.8,51.255
TRIP-3750,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,HFO,1.0,620.0,1.0,2255.1,12.66,41509.3,0.593,2,0.74,11.3,1.0419,178.13,185.227,1.04,1117.0,0,239.202,53.975,172055.24,856.343
TRIP-3751,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,HFO,1.0,620.0,1.0,1168.5,10.57,73462.7,0.4321,2,0.89,10.8,1.0412,110.55,104.15,1.048,1775.6,1,144.487,40.337,124581.94,517.263
TRIP-3752,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,Ammonia,0.46,1100.0,0.15,2110.9,10.8,169908.3,0.9995,1,0.82,4.7,1.0071,195.45,490.995,1.048,1747.4,0,664.598,173.603,770557.8,358.883
TRIP-3753,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Methanol,0.5,950.0,0.35,1072.0,16.41,13449.6,0.727,3,1.37,15.5,1.0733,65.33,252.417,1.032,917.0,1,296.213,43.796,292702.35,370.266
TRIP-3754,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,LNG,1.15,780.0,0.78,2073.3,13.57,123392.8,0.7258,4,3.46,23.9,1.1108,152.79,285.408,1.048,1775.6,1,357.925,72.517,314181.5,998.611
TRIP-3755,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,LNG,1.15,780.0,0.78,2419.5,12.69,75582.4,0.741,3,0.9,13.8,1.0707,190.66,223.287,1.016,1421.7,1,293.731,70.444,253610.18,819.509
TRIP-3756,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,LNG,1.15,780.0,0.78,3220.0,12.15,99000.4,0.5824,5,2.62,33.8,1.1507,265.02,342.836,1.048,1793.5,0,485.632,142.796,418292.96,1354.913
TRIP-3757,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,HFO,1.0,620.0,1.0,2535.7,11.6,18566.1,0.5802,2,1.47,16.7,1.05,218.59,104.262,1.064,664.8,1,146.38,42.118,104005.6,524.04
TRIP-3758,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,HFO,1.0,620.0,1.0,4071.3,14.85,28686.8,0.4098,2,1.13,16.7,1.05,274.16,438.951,1.04,1116.5,1,523.849,84.898,344036.38,1875.379
TRIP-3759,VESSEL-004,Feeder Container,22000,18500,9800,180.0,HFO,1.0,620.0,1.0,2212.1,13.61,6856.1,0.3706,4,1.92,23.9,1.1108,162.53,164.916,1.032,855.9,0,211.463,46.547,146907.06,757.038
TRIP-3760,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,Ammonia,0.46,1100.0,0.15,3208.5,12.93,125724.7,0.7396,4,2.95,29.0,1.1185,248.14,1005.824,1.048,1788.9,0,1417.872,412.048,1599159.2,765.651
TRIP-3761,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,LNG,1.15,780.0,0.78,1904.2,9.66,69003.3,0.9858,5,2.82,28.4,1.1426,197.12,86.985,1.04,1051.1,1,139.008,52.023,127676.24,387.832
TRIP-3762,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,Ammonia,0.46,1100.0,0.15,1285.6,10.06,34230.5,0.489,2,0.71,10.6,1.0409,127.79,141.162,1.04,1142.1,1,212.618,71.456,253129.8,114.814
TRIP-3763,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,HFO,1.0,620.0,1.0,1681.6,15.33,34870.1,0.4981,5,3.7,39.4,1.1591,109.69,197.697,1.04,1139.3,0,267.198,69.501,189412.76,956.569
TRIP-3764,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,HFO,1.0,620.0,1.0,688.0,15.74,165583.6,0.974,2,1.18,17.7,1.0515,43.71,155.445,1.048,1811.4,1,183.226,27.781,148600.12,655.949
TRIP-3765,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Ammonia,0.46,1100.0,0.15,1324.8,11.8,37364.6,0.3663,4,3.42,21.5,1.1073,112.27,240.456,1.016,1457.6,1,326.322,85.866,383454.2,176.214
TRIP-3766,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,HFO,1.0,620.0,1.0,2598.2,10.09,23707.8,0.7409,3,1.43,15.3,1.073,257.5,84.042,1.064,715.0,0,128.966,44.924,97708.92,461.698
TRIP-3767,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,Ammonia,0.46,1100.0,0.15,2292.1,15.49,70161.8,0.4127,4,3.24,18.9,1.1034,147.97,948.877,1.048,1773.8,0,1183.007,234.13,1340807.7,638.824
TRIP-3768,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Methanol,0.5,950.0,0.35,1191.3,10.12,62801.2,0.6157,6,3.9,44.0,1.191,117.72,155.971,1.016,1389.6,1,247.116,91.145,259260.2,308.895
TRIP-3769,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Methanol,0.5,950.0,0.35,3319.4,11.24,86170.6,0.8448,7,5.38,31.8,1.1977,295.32,566.568,1.016,1402.3,1,828.461,261.893,811537.95,1035.576
TRIP-3770,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,Ammonia,0.46,1100.0,0.15,4172.7,12.25,87141.7,0.5126,4,1.31,31.3,1.122,340.63,1109.028,1.048,1822.8,0,1561.853,452.825,1757538.3,843.401
TRIP-3771,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,HFO,1.0,620.0,1.0,3066.0,14.09,140115.0,0.8242,3,2.62,19.2,1.0788,217.6,535.884,1.048,1741.1,1,651.827,115.943,439132.74,2333.541
TRIP-3772,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,LNG,1.15,780.0,0.78,1601.1,14.53,63961.2,0.9137,3,1.46,13.2,1.0698,110.19,162.749,1.04,1142.4,1,199.777,37.028,175076.06,557.378
TRIP-3773,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,Ammonia,0.46,1100.0,0.15,692.0,11.24,109308.2,0.643,2,1.44,18.1,1.0521,61.57,160.076,1.048,1822.9,1,213.095,53.019,269404.5,115.071
TRIP-3774,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Hydrogen,2.98,2800.0,0.08,2883.3,13.04,57456.7,0.5633,4,2.96,26.5,1.1147,221.11,103.792,1.016,1393.2,0,138.43,34.638,416604.0,40.145
TRIP-3775,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Methanol,0.5,950.0,0.35,1193.0,15.62,43399.8,0.4255,4,2.13,25.6,1.1134,76.38,354.552,1.016,1431.5,0,450.958,96.406,457410.1,563.697
TRIP-3776,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Hydrogen,2.98,2800.0,0.08,2073.9,13.77,17106.6,0.9247,2,0.97,10.4,1.0406,150.61,60.227,1.032,902.7,1,74.659,14.432,220345.2,21.651
TRIP-3777,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,HFO,1.0,620.0,1.0,554.0,14.56,61164.7,0.8738,2,1.11,9.2,1.0388,38.05,64.427,1.04,1123.5,0,77.669,13.242,71904.78,278.055
TRIP-3778,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,LNG,1.15,780.0,0.78,2675.2,15.32,118427.9,0.6966,5,3.79,28.8,1.1432,174.62,465.995,1.048,1777.7,1,600.014,134.019,503010.92,1674.039
TRIP-3779,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,Methanol,0.5,950.0,0.35,1452.1,10.71,27390.4,0.856,2,0.86,15.5,1.0482,135.58,108.735,1.064,687.4,1,153.233,44.498,158821.35,191.541
TRIP-3780,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Hydrogen,2.98,2800.0,0.08,4123.3,14.6,17884.4,0.9667,4,3.47,25.2,1.1128,282.42,135.82,1.032,864.7,0,177.022,41.202,511461.6,51.336
TRIP-3781,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Ammonia,0.46,1100.0,0.15,3770.0,14.24,64846.6,0.6358,3,1.39,12.1,1.0682,264.75,1067.54,1.016,1467.1,1,1336.751,269.211,1494926.1,721.846
TRIP-3782,VESSEL-004,Feeder Container,22000,18500,9800,180.0,HFO,1.0,620.0,1.0,2553.0,17.52,11117.5,0.6009,1,0.88,11.9,1.0178,145.72,332.975,1.032,912.9,1,386.514,53.539,250938.68,1383.72
TRIP-3783,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,LNG,1.15,780.0,0.78,2452.8,12.11,37845.6,0.5407,1,0.9,7.4,1.0111,202.54,158.187,1.04,1142.7,0,200.683,42.496,180282.74,559.906
TRIP-3784,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,LNG,1.15,780.0,0.78,749.5,13.25,16393.0,0.5123,4,1.93,19.8,1.1047,56.57,34.38,1.064,699.5,1,48.32,13.94,50939.6,134.813
TRIP-3785,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,LNG,1.15,780.0,0.78,2635.5,13.49,98602.5,0.58,6,2.06,44.1,1.1911,195.37,345.712,1.048,1760.9,1,510.462,164.75,433160.36,1424.189
TRIP-3786,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,LNG,1.15,780.0,0.78,2445.0,12.64,12646.7,0.3952,4,1.61,29.0,1.1185,193.43,99.05,1.064,657.0,1,138.593,39.543,121352.54,386.674
TRIP-3787,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Hydrogen,2.98,2800.0,0.08,1063.4,15.54,6698.0,0.3621,5,4.32,31.3,1.147,68.43,34.613,1.032,893.7,0,44.365,9.752,140022.0,12.866
TRIP-3788,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,Ammonia,0.46,1100.0,0.15,2365.6,14.81,44561.1,0.6366,3,1.39,20.4,1.0806,159.73,584.364,1.04,1119.3,0,759.349,174.985,859033.9,410.048
TRIP-3789,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Hydrogen,2.98,2800.0,0.08,578.8,13.31,13177.2,0.7123,4,1.6,27.7,1.1165,43.49,14.994,1.032,910.9,0,20.225,5.231,72430.0,5.865
TRIP-3790,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,HFO,1.0,620.0,1.0,1746.6,11.61,52433.4,0.749,6,5.04,37.1,1.1806,150.44,125.373,1.04,1128.1,1,189.699,64.326,136863.38,679.122
TRIP-3791,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Methanol,0.5,950.0,0.35,2688.4,11.78,96072.8,0.9419,4,2.26,29.7,1.1196,228.22,515.509,1.016,1467.0,1,709.887,194.378,698892.65,887.359
TRIP-3792,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,HFO,1.0,620.0,1.0,2899.0,12.48,77855.7,0.458,2,1.06,13.4,1.0451,232.29,362.663,1.048,1759.7,1,463.4,100.737,322308.0,1658.972
TRIP-3793,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,LNG,1.15,780.0,0.78,2830.3,13.03,20853.9,0.6517,4,3.22,21.5,1.1073,217.21,129.942,1.064,675.1,1,175.198,45.256,149904.44,488.802
TRIP-3794,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,LNG,1.15,780.0,0.78,1419.0,14.31,23300.9,0.7282,1,0.57,9.2,1.0138,99.16,80.037,1.064,643.2,0,97.634,17.597,93904.52,272.399
TRIP-3795,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,Ammonia,0.46,1100.0,0.15,837.0,11.81,110998.5,0.6529,3,1.66,24.6,1.0869,70.87,214.265,1.048,1816.5,1,300.431,86.166,365474.1,162.233
TRIP-3796,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Methanol,0.5,950.0,0.35,3311.0,12.76,100997.6,0.9902,3,1.86,20.8,1.0812,259.48,753.163,1.016,1419.9,0,938.671,185.508,920737.45,1173.339
TRIP-3797,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,Methanol,0.5,950.0,0.35,2250.8,9.05,23113.9,0.7223,6,5.05,42.3,1.1885,248.71,116.626,1.064,631.7,0,217.226,100.6,224114.7,271.533
TRIP-3798,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,HFO,1.0,620.0,1.0,690.1,15.33,73840.8,0.4344,3,2.6,23.7,1.0856,45.02,129.467,1.048,1827.5,1,160.017,30.55,134210.54,572.861
TRIP-3799,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,Methanol,0.5,950.0,0.35,1795.4,14.21,20074.0,0.6273,3,2.37,24.8,1.0872,126.35,224.152,1.064,661.8,0,298.764,74.612,301575.8,373.455
TRIP-3800,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Methanol,0.5,950.0,0.35,2153.6,14.18,11002.6,0.5947,3,2.26,25.0,1.0875,151.88,367.478,1.032,883.1,1,463.697,96.219,451812.15,579.621
TRIP-3801,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,LNG,1.15,780.0,0.78,2967.2,11.98,124398.2,0.7318,1,0.54,11.9,1.0178,247.68,318.803,1.048,1793.7,0,403.027,84.224,353861.06,1124.445
TRIP-3802,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,HFO,1.0,620.0,1.0,2745.9,10.81,99729.0,0.5866,2,0.65,8.4,1.0376,254.01,266.426,1.048,1756.7,0,369.287,102.861,268457.94,1322.047
TRIP-3803,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Ammonia,0.46,1100.0,0.15,3584.1,13.19,57232.0,0.5611,3,1.06,16.1,1.0741,271.73,854.696,1.016,1467.3,1,1101.328,246.632,1235960.8,594.717
TRIP-3804,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,LNG,1.15,780.0,0.78,3712.6,10.94,70829.5,0.4166,2,1.73,18.4,1.0526,339.36,306.978,1.048,1777.9,1,426.876,119.898,367963.28,1190.984
TRIP-3805,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Hydrogen,2.98,2800.0,0.08,800.6,15.08,11802.8,0.638,3,1.65,13.2,1.0698,53.09,26.179,1.032,893.6,0,32.366,6.187,106424.8,9.386
TRIP-3806,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,Methanol,0.5,950.0,0.35,2795.4,12.95,44993.9,0.6428,3,1.17,13.2,1.0698,215.86,486.482,1.04,1124.4,0,638.24,151.758,630078.0,797.8
TRIP-3807,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,Methanol,0.5,950.0,0.35,4037.6,9.77,69119.0,0.9874,4,1.33,23.3,1.1099,413.27,434.103,1.04,1091.0,0,665.806,231.703,656265.7,832.258
TRIP-3808,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Hydrogen,2.98,2800.0,0.08,3980.3,16.99,75177.9,0.737,7,3.93,45.4,1.2181,234.27,253.853,1.016,1391.3,1,336.216,82.363,965904.8,97.503
TRIP-3809,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Methanol,0.5,950.0,0.35,1332.9,11.3,11665.0,0.6305,3,1.49,19.5,1.0793,117.96,145.621,1.032,906.4,0,200.2,54.579,205990.0,250.25
